"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.169454009340909,0.0334232451383055,0.030719786280933,0.0165495869118599
"SquaredCorrelation",0.071714529519329,0.0142597669584086,0.0132696766306079,0.00716714890756497
"Nagelkerke",0.071714529519329,0.0142597669584086,0.0132696766306079,0.00716714890756497
"Estrella",0.0827704395366435,0.0161978224634236,0.0146228055933969,0.00785667650936196
