"","NagContributions","NagPercents"
"CumErr",0.071714529519329,0.673938289163104
"CumPres",0.0142597669584086,0.134006358435695
"stimlen",0.0132696766306079,0.124701970801735
"log_freq",0.00716714890756497,0.0673533815994661
