"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + log_freq + stimlen",3002.55340613621,210.512031315556,6.55175051406703,100,5.44320657251812
"CumErr + log_freq",3014.01201086072,199.053426591046,6.19512519947035,94.5567934274819,11.3572334874598
"CumErr",3037.92035377642,175.145083675344,5.45102759607191,83.1995599400221,83.1995599400221
"null",3213.06543745177,0,0,NA,0
