"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,57,56,57,NA,NA,NA,NA,NA,NA
"2",5,89,88,88,88,NA,NA,NA,NA,NA
"3",6,112,108,109,109,111,NA,NA,NA,NA
"4",7,109,107,107,105,106,108,NA,NA,NA
"5",8,133,128,127,126,125,128,128,NA,NA
"6",9,76,74,75,70,75,74,73,76,NA
"7",10,71,70,69,69,69,66,69,68,70
