"","CumErr","stimlen","log_freq"
"McFadden",0.0459796130208989,0.0112539773303203,0.00828391478945117
"SquaredCorrelation",0.0374852917624662,0.00928569796695653,0.00680501950184424
"Nagelkerke",0.0374852917624662,0.00928569796695653,0.00680501950184424
"Estrella",0.0388736217194801,0.00949265571159419,0.00699368870731681
