"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumErr + I(pos^2) + pos + log_freq",648.117266946212,0,1,0.4025778769151,0.389139307965087,3.72373322106049,-1.8422760440473,0.112243596291487,-0.848633042884701,0.10916793794409,NA
"preserved ~ CumErr + I(pos^2) + pos",648.563542765262,0.446275819049902,0.800004513444139,0.322064118544839,0.385694809410193,3.70891080918178,-1.86198082520173,0.10816213339478,-0.829348384495622,NA,NA
"preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq",649.844795831386,1.72752888517402,0.421572107515922,0.169715604010384,0.391613849779579,3.04351113385244,-1.82446318639365,0.102700751158056,-0.817831567475423,0.137023172704277,0.108751117787635
"preserved ~ CumErr + I(pos^2) + pos + stimlen",650.792924446832,2.67565750062033,0.262414818566785,0.105642400529677,0.386651539451682,3.30112535584691,-1.85356910307561,0.101800030945787,-0.807908750861136,NA,0.0648382823163906
"preserved ~ 1",945.278208451976,297.160941505764,2.96702655602182e-65,1.19445925167399e-65,0,1.75002679471943,NA,NA,NA,NA,NA
