"","NagContributions","NagPercents"
"CumErr",0.364761404431227,0.860261754108515
"I(pos^2)",0.0221175948094709,0.0521626484499519
"pos",0.0278810474134236,0.0657553087110581
"log_freq",0.00925206673946692,0.0218202887304748
