"","model","p_accounted_for","model_deviance","diff_CumErr+pos","diff_CumErr","diff_CumErr+pos+I(pos^2)","diff_CumErr+pos+I(pos^2)+stimlen"
"1","preserved ~ CumErr+pos",0.938791736015706,1916.05714359676,0,-0.000849580368261438,-0.0106136245750099,-0.0127971225554923
"2","preserved ~ CumErr",0.939641316383967,1922.68563085633,0.000849580368261438,0,-0.00976404420674848,-0.0119475421872308
"3","preserved ~ CumErr+pos+I(pos^2)",0.949405360590716,1883.00421413014,0.0106136245750099,0.00976404420674848,0,-0.00218349798048234
"4","preserved ~ CumErr+pos+I(pos^2)+stimlen",0.951588858571198,1878.53358002084,0.0127971225554923,0.0119475421872308,0.00218349798048234,0
