"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,24,24,24,NA,NA,NA,NA,NA,NA
"2",5,59,59,59,59,NA,NA,NA,NA,NA
"3",6,46,46,46,46,46,NA,NA,NA,NA
"4",7,34,34,34,34,34,34,NA,NA,NA
"5",8,28,28,28,28,28,28,28,NA,NA
"6",9,8,8,8,8,8,8,8,8,NA
"7",10,7,7,7,7,7,7,7,7,7
