"","NagContributions","NagPercents"
"CumErr",0.187313383828203,0.813058308382305
"I(pos^2)",0.0169155146951938,0.0734240099794704
"pos",0.0218057531609072,0.094650731387513
"stimlen",0.00434659145296792,0.0188669502507113
