"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.280709019749835,0.0163446479513715,0.0199591548782329,0.00649824634111508
"SquaredCorrelation",0.214325634479583,0.0129958035118706,0.016382279222099,0.00543630726851629
"Nagelkerke",0.364761404431227,0.0221175948094709,0.0278810474134236,0.00925206673946692
"Estrella",0.25416157374507,0.0147372419146009,0.0178988244879888,0.00580950483942949
