"","CumErr","I(pos^2)","pos","stimlen","log_freq"
"McFadden",0.06958979908869,0.00614563024511981,0.00500076971331808,0.012320724056712,0.00819739295286097
"SquaredCorrelation",0.0605840702306859,0.00530021204315299,0.00439333023437801,0.0108710344578837,0.00723731686000545
"Nagelkerke",0.0605840702306859,0.00530021204315299,0.00439333023437801,0.0108710344578837,0.00723731686000545
"Estrella",0.0639025229897981,0.00564924434618818,0.00458842303153402,0.0112996449955,0.00751763539849693
