"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + stimlen + log_freq",1351.37408328164,0,1,0.995440877298966,0.285819561036761,4.78937082478426,-1.14854044056885,0.287835360040196,0.149925304667697,-0.255036068082187
"preserved ~ CumErr + CumPres + stimlen",1362.15930902541,10.7852257437721,0.00455006904282998,0.00452932471976554,0.277854916674607,5.04934513265712,-1.18922259999085,0.28495753995667,NA,-0.293639793320251
"preserved ~ CumErr + CumPres + log_freq",1372.20715017099,20.8330668893475,2.99334658380311e-05,2.97969954944083e-05,0.27157850017643,2.90627160477364,-1.2368080162315,0.247295390506889,0.194411162844115,NA
"preserved ~ CumErr + CumPres",1392.84013231992,41.4660490382773,9.90288779234347e-10,9.85773931180361e-10,0.25738558333819,2.88851592094269,-1.31789303970072,0.230581248311251,NA,NA
"preserved ~ 1",1779.43235537552,428.058272093882,1.11770514042115e-93,1.11260938554239e-93,3.21632970251499e-16,2.85254744788798,NA,NA,NA,NA
