"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.167668665886782,0.0343106819894064,0.0265807872672276,0.0167703106398528
"SquaredCorrelation",0.0670879160939498,0.0138607668989709,0.0108533331056345,0.00685809865993415
"Nagelkerke",0.0670879160939498,0.0138607668989709,0.0108533331056345,0.00685809865993415
"Estrella",0.0773016871273286,0.015637328209367,0.0119082737246814,0.00750167100057539
