"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,58,58,58,NA,NA,NA,NA,NA,NA
"2",5,94,94,94,94,NA,NA,NA,NA,NA
"3",6,115,115,115,115,115,NA,NA,NA,NA
"4",7,109,109,109,109,109,109,NA,NA,NA
"5",8,147,147,145,147,144,144,145,NA,NA
"6",9,90,89,89,90,90,90,89,90,NA
"7",10,77,74,73,76,77,76,77,76,77
