"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",1133.69424816321,0,1,1,0.229591632369779,3.40672052092483,NA,-1.62428423556779,NA,NA,NA
"preserved ~ stimlen",1351.36449491696,217.670246753746,5.41385325903242e-48,5.41385325903242e-48,0.049043254500298,5.90833030053209,NA,NA,NA,NA,-0.376501480657213
"preserved ~ CumPres",1360.73258174921,227.038333585995,5.00325077765081e-50,5.00325077765081e-50,0.0410074471588733,2.29458572103065,0.352966450146981,NA,NA,NA,NA
"preserved ~ (I(pos^2) + pos)",1403.11510947822,269.420861315004,3.13330960951081e-59,3.13330960951081e-59,0.00611053906501713,2.63665339073451,NA,NA,-0.0313314892898099,0.225421416129846,NA
"preserved ~ pos",1405.8687402189,272.174492055691,7.90787858536711e-60,7.90787858536711e-60,0.00197501322295002,3.07586249618649,NA,NA,NA,-0.0517567206267587,NA
"preserved ~ 1",1406.13657476677,272.442326603564,6.91672421255015e-60,6.91672421255015e-60,-6.50537233036927e-16,2.87262257451807,NA,NA,NA,NA,NA
