"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + stimlen + log_freq",1341.37408328164,436.058272093882,24.5330445783269,100,2.9319993592553
"CumErr + CumPres + stimlen",1354.15930902541,423.27304635011,23.8137358684845,97.0680006407447,7.4946000078331
"CumErr + CumPres",1386.84013231992,390.592223055605,21.9750823075955,89.5734006329116,7.15951822300028
"CumErr",1418.05980377338,359.372551602143,20.2186345103534,82.4138824099113,82.4138824099113
"null",1777.43235537552,0,0,NA,0
