"","NagContributions","NagPercents"
"CumErr",0.0653700353496564,0.939416531909764
"I(pos^2)",0.00104871454207223,0.0150708160521441
"pos",0.00145666823511816,0.02093341718814
"log_freq",0.00171036531339558,0.0245792348499514
