"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + log_freq + I(pos^2)",1249.93531818193,265.956918977316,17.544579519433,100,1.40008606460495
"CumErr + pos + log_freq",1253.65894394238,262.233293216862,17.2989403064879,98.5999139353951,2.63749469351907
"CumErr + pos",1260.67354356745,255.218693591788,16.8362029526626,95.962419241876,5.48978907321704
"CumErr",1275.27401744493,240.618219714307,15.8730425432629,90.4726301686589,90.4726301686589
"null",1515.89223715924,0,0,NA,0
