"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos"
"preserved ~ CumPres",5591.73355525856,0,1,0.869870806614241,0.0538328770923261,0.0562566245640419,0.287176079270088,NA,NA
"preserved ~ CumPres + I(pos^2) + pos",5595.53318915903,3.79963390047396,0.149596000228906,0.130129193385382,0.0538881090963405,0.0128378231098239,0.279619230006042,-0.00241844531674227,0.0264534583537273
"preserved ~ I(pos^2) + pos",5648.66671510194,56.9331598433864,4.33632097600675e-13,3.77203902513724e-13,0.0380103701426458,-0.140434905389673,NA,-0.000913615263197706,0.170959996252108
