"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","pos"
"preserved ~ CumPres",5591.73355525856,0,1,0.73040984547346,0.0538328770923261,0.0562566245640419,0.287176079270088,NA
"preserved ~ CumPres + pos",5593.72696115697,1.99340589840813,0.369094360099906,0.269590154525698,0.0538504161287275,0.0440294054636566,0.279458073219784,0.00631081262731375
"preserved ~ pos",5646.71152134671,54.9779660881532,1.15262053009988e-12,8.41885383279787e-13,0.0380048166931697,-0.128537055802574,NA,0.163295184599545
