"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen * (I(pos^2) + pos)",2615.53808035816,0,1,0.666421621883187,0.0645277960224095,2.68851486785797,0.0674230959885028,0.958552877665759,-0.16062812237838,-0.142779932976392,0.0193763576143794
"preserved ~ stimlen + I(pos^2) + pos",2617.09409285894,1.55601250077871,0.459320869808124,0.306101359022326,0.0618360397925251,4.97968937413635,-0.200694899163296,-0.449422114631656,NA,0.0304380120765343,NA
"preserved ~ stimlen * pos",2623.29633654061,7.75825618244971,0.0206688386693202,0.0137741609884503,0.0588269265920731,5.09424037933244,-0.272645990796486,-0.383720432038942,0.0246682368045132,NA,NA
"preserved ~ stimlen + pos",2623.3068154589,7.76873510073938,0.0205608283384899,0.0137021805685982,0.0578505434651309,4.31237325275869,-0.18124805744721,-0.16726670432891,NA,NA,NA
"preserved ~ I(pos^2) + pos",2643.82889570222,28.2908153440594,7.18997704377344e-07,4.79155616281438e-07,0.0478568671847048,3.48470115793556,NA,-0.418388946688927,NA,0.0203483458571295,NA
"preserved ~ pos",2645.5926257267,30.0545453685386,2.97672280852468e-07,1.9837524419537e-07,0.0460186506482488,3.1250463686331,NA,-0.225840316477266,NA,NA,NA
"preserved ~ stimlen",2666.22115548653,50.6830751283701,9.86983910351381e-12,6.57747418308978e-12,0.0359138618009749,4.34078816667631,-0.273893055707514,NA,NA,NA,NA
"preserved ~ 1",2736.71648854602,121.178408187863,4.8578376790928e-27,3.23736806494628e-27,0,2.16986198883903,NA,NA,NA,NA,NA
