"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + stimlen + log_freq",1803.94884741504,930.767641130979,34.0352517355773,100,0.806076146448675
"CumErr + CumPres + stimlen",1811.45154334906,923.264945196959,33.7609016899531,99.1939238535513,2.32209486461274
"CumErr + CumPres",1833.06485094524,901.651637600779,32.9705708572432,96.8718289889386,2.97115087209193
"CumErr",1860.71936183185,873.997126714167,31.9593321784829,93.9006781168467,93.9006781168467
"null",2734.71648854602,0,0,NA,0
