"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.296272164180541,0.0205881783193324,0.0171779872392407,0.00631418761665955
"SquaredCorrelation",0.174157534741988,0.0125249773637558,0.0108690940199723,0.00392110373353823
"Nagelkerke",0.174157534741988,0.0125249773637558,0.0108690940199723,0.00392110373353823
"Estrella",0.210035167913009,0.014378445887367,0.0116785199352369,0.00435465135736518
