"","NagContributions","NagPercents"
"CumErr",0.174157534741988,0.864422456339877
"CumPres",0.0125249773637558,0.0621671161940771
"stimlen",0.0108690940199723,0.0539482197244744
"log_freq",0.00392110373353823,0.0194622077415718
