"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,61,61,61,NA,NA,NA,NA,NA,NA
"2",5,92,92,91,91,NA,NA,NA,NA,NA
"3",6,112,112,111,112,112,NA,NA,NA,NA
"4",7,110,109,108,110,109,110,NA,NA,NA
"5",8,144,142,143,143,142,144,144,NA,NA
"6",9,88,83,83,88,86,85,86,87,NA
"7",10,77,75,78,75,77,76,76,74,77
