"Description","ParameterValue"
"min preserved",0.626189524190324
"max preserved",0.980767692922831
"mean change in probability for each additional length: ",-0.0134083846715806
"mean change in probability for each additional position (excluding  U-shape): ",-0.0212459703739872
"U-shape",0
