"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,56,56,56,NA,NA,NA,NA,NA,NA
"2",5,82,82,80,80,NA,NA,NA,NA,NA
"3",6,104,104,100,102,100,NA,NA,NA,NA
"4",7,97,95,94,92,92,91,NA,NA,NA
"5",8,115,114,109,106,109,100,107,NA,NA
"6",9,67,64,64,56,57,56,61,61,NA
"7",10,48,43,41,43,44,43,45,43,42
