"","Df","Deviance","AIC"
"CumErr",1,2863.95744469975,2869.95744469975
"stimlen",1,2815.43515076846,2821.43515076846
"log_freq",1,2807.20310948755,2813.20310948755
"<none>",NA,2805.04784922602,2813.04784922602
