"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,56,56,56,NA,NA,NA,NA,NA,NA
"2",5,83,83,83,83,NA,NA,NA,NA,NA
"3",6,105,105,105,105,105,NA,NA,NA,NA
"4",7,97,97,97,97,97,97,NA,NA,NA
"5",8,118,118,118,118,118,118,118,NA,NA
"6",9,67,67,67,67,67,67,67,67,NA
"7",10,48,48,48,48,48,48,48,48,48
