"","NagContributions","NagPercents"
"CumErr",0.0373022811905576,0.57884500122261
"I(pos^2)",0.00804570338797347,0.124850680408981
"pos",0.0104841544724912,0.162689793083845
"stimlen",0.0072817677470864,0.112996168757956
"log_freq",0.00132870065599285,0.020618356526607
