"","NagContributions","NagPercents"
"CumErr",0.109122023720102,0.782977777058492
"I(pos^2)",0.0109308120006523,0.0784313064397322
"pos",0.0131246282015349,0.0941724856598674
"log_freq",0.00619050655837237,0.0444184308419081
