"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ I(pos^2) + pos",1732.58194986015,0,1,0.303250738481695,0.101264683860619,4.858779720421,NA,-0.555583550492194,NA,0.0180911161422131,NA
"preserved ~ pos",1732.79813913231,0.216189272160136,0.897542652492792,0.272180472187259,0.100144724076637,4.47094418434993,NA,-0.371308458662679,NA,NA,NA
"preserved ~ stimlen + I(pos^2) + pos",1733.82926593043,1.24731607028161,0.535980212730251,0.162536395322025,0.101677469517358,5.15491518837302,-0.0419320991166835,-0.559562754507257,NA,0.0201212797773006,NA
"preserved ~ stimlen * pos",1734.43476352659,1.85281366644153,0.395973957721079,0.120079395098437,0.101457302035005,5.67638279529117,-0.151067775734946,-0.614326823151143,0.0292417273514112,NA,NA
"preserved ~ stimlen + pos",1734.46444040022,1.88249054007179,0.39014170096708,0.118310758930772,0.100334835775287,4.63929585934051,-0.027930365088801,-0.360203188269439,NA,NA,NA
"preserved ~ stimlen * (I(pos^2) + pos)",1737.68499994254,5.10305008239402,0.0779626789968731,0.0236422399798131,0.101883644090293,5.12679330875947,-0.0538098282477919,-0.403528148607841,-0.0106882977782106,-0.0122131786227069,0.00292454461877934
"preserved ~ stimlen",1837.73338066217,105.151430802027,1.46776632424092e-23,4.45101221744622e-24,0.0266559158331129,4.82620941361886,-0.259103036254988,NA,NA,NA,NA
"preserved ~ 1",1873.23401645441,140.65206659426,2.86940469722155e-31,8.7014909343528e-32,6.35776134692278e-16,2.78219904667577,NA,NA,NA,NA,NA
