"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,55,54,54,NA,NA,NA,NA,NA,NA
"2",5,83,78,72,77,NA,NA,NA,NA,NA
"3",6,104,102,101,100,100,NA,NA,NA,NA
"4",7,105,99,97,101,102,105,NA,NA,NA
"5",8,146,135,135,130,136,136,140,NA,NA
"6",9,89,82,76,77,80,83,79,83,NA
"7",10,83,80,82,80,81,79,75,77,81
