"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos"
"preserved ~ CumErr + I(pos^2) + pos",4525.04106542049,0,1,0.940055502445134,0.0594063003411571,1.26623975412396,-0.514873176193201,0.01294335968236,-0.0586602934407829
"preserved ~ CumErr",4530.54610507113,5.50503965063945,0.0637669769486448,0.0599444975548656,0.056065935761481,1.24094539548815,-0.441666754191435,NA,NA
"preserved ~ I(pos^2) + pos",4660.20233146678,135.161266046291,4.46790566127193e-30,4.20007930128444e-30,0.0104085819854522,1.35162599368115,NA,0.00700547015362313,-0.14679935292265
