"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres",4510.99694104884,0,1,0.461407733050579,0.0636273425377856,1.06155891592472,-0.462343403253202,0.0980389710154308,NA,NA
"preserved ~ CumErr + CumPres + stimlen",4512.4111823467,1.41424129786083,0.493061853692331,0.227502552165895,0.0638322993413562,0.939796320269605,-0.468477966276274,0.092642209158383,NA,0.017754901173877
"preserved ~ CumErr + CumPres + log_freq",4512.51876210233,1.52182105348584,0.467240798024045,0.215588517405018,0.0637946595147667,1.06523749515968,-0.463190141805619,0.0964962315757221,-0.0131403742423049,NA
"preserved ~ CumErr + CumPres + stimlen + log_freq",4514.14722768918,3.15028664033434,0.206977886450032,0.0955011973785093,0.0639246469763237,0.96413861593236,-0.468047298085097,0.0924048880413359,-0.0100956393242436,0.0146194041325411
"preserved ~ 1",4684.730642539,173.733701490158,1.88020871386831e-38,8.6754284032792e-39,-3.18242612759661e-16,0.916648449636779,NA,NA,NA,NA
