"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,56,56,56,NA,NA,NA,NA,NA,NA
"2",5,87,86,83,85,NA,NA,NA,NA,NA
"3",6,113,106,107,102,99,NA,NA,NA,NA
"4",7,100,97,96,100,96,97,NA,NA,NA
"5",8,142,138,135,132,132,133,137,NA,NA
"6",9,83,79,79,77,78,77,75,81,NA
"7",10,73,68,68,65,67,59,63,62,72
