"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"pos + CumPres + I(pos^2) + stimlen",3686.38990340337,681.596882520821,15.6043714398877,100,0.843106271522061
"pos + CumPres + I(pos^2)",3692.1364894664,675.850296457789,15.4728100056464,99.1568937284779,5.67260952898255
"pos + CumPres",3730.80081917352,637.185966750665,14.5876349444095,93.4842841994954,18.5408077280545
"pos",3857.17438664212,510.812399282066,11.6944584385684,74.9434764714409,74.9434764714409
"null",4367.98678592419,0,0,NA,0
