"","NagContributions","NagPercents"
"I(pos^2)",0.0507447601158986,0.308817007259892
"pos",0.0743503275284033,0.452473232382482
"CumPres",0.0284582343716321,0.173188064156295
"stimlen",0.0107665144016022,0.0655216962013307
