"","NagContributions","NagPercents"
"CumErr",0.0851366979116403,0.731589471552948
"I(pos^2)",0.0119546016896831,0.102727272108418
"pos",0.0140412799255535,0.120658339031707
"log_freq",0.00523965001180178,0.0450249173069273
