"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",1201.80391187028,0,1,1,0.312376475911373,3.50122914607799,NA,-2.58764541817934,NA,NA,NA
"preserved ~ pos",1498.41089275384,296.606980883564,3.91392459304324e-65,3.91392459304324e-65,0.107411611140431,4.70958530414937,NA,NA,NA,-0.397086774719636,NA
"preserved ~ (I(pos^2) + pos)",1499.2508691564,297.44695728612,2.57166204900192e-65,2.57166204900192e-65,0.108243552229134,5.06673237216405,NA,NA,0.0161532390104102,-0.563664557927775,NA
"preserved ~ stimlen",1606.57866285043,404.774750980148,1.27139241978577e-88,1.27139241978577e-88,0.0287536295549665,5.08453645727206,NA,NA,NA,NA,-0.278577192993757
"preserved ~ CumPres",1630.35376736219,428.549855491915,8.74140555583305e-94,8.74140555583305e-94,0.0111742969886723,3.26019310743383,-0.12953562581136,NA,NA,NA,NA
"preserved ~ 1",1643.3924061497,441.588494279425,1.28907097913942e-96,1.28907097913942e-96,-6.53438269646214e-16,2.88053517505295,NA,NA,NA,NA,NA
