"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.220163743272111,0.0296085952908366,0.0349540903990068,0.0132295649774975
"SquaredCorrelation",0.0851366979116403,0.0119546016896831,0.0140412799255535,0.00523965001180178
"Nagelkerke",0.0851366979116403,0.0119546016896831,0.0140412799255535,0.00523965001180178
"Estrella",0.10247221091046,0.0128614039674386,0.0153178572017938,0.00595990585494619
