"","model","p_accounted_for","model_deviance","diff_CumErr+log_freq+pos","diff_CumErr","diff_CumErr+log_freq","diff_CumErr+log_freq+pos+I(pos^2)"
"1","preserved ~ CumErr+log_freq+pos",0.957475466814742,1154.95870201796,0,-0.00839748197945644,-0.00951589817221088,-0.0106620830728198
"2","preserved ~ CumErr",0.965872948794198,1197.80391187028,0.00839748197945644,0,-0.00111841619275443,-0.00226460109336335
"3","preserved ~ CumErr+log_freq",0.966991364986953,1180.72023082989,0.00951589817221088,0.00111841619275443,0,-0.00114618490060892
"4","preserved ~ CumErr+log_freq+pos+I(pos^2)",0.968137549887562,1152.3297003307,0.0106620830728198,0.00226460109336335,0.00114618490060892,0
