"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,58,58,58,NA,NA,NA,NA,NA,NA
"2",5,91,89,91,90,NA,NA,NA,NA,NA
"3",6,115,115,112,111,114,NA,NA,NA,NA
"4",7,108,108,108,108,108,108,NA,NA,NA
"5",8,135,135,133,132,132,133,135,NA,NA
"6",9,84,83,82,82,83,84,82,81,NA
"7",10,68,67,67,68,66,68,68,68,67
