"Description","ParameterValue"
"min preserved",0.767286422578185
"max preserved",1.0163710907704
"mean change in probability for each additional length: ",-0.00440576824352269
"mean change in probability for each additional position (excluding  U-shape): ",-0.017422808324234
"U-shape",0
