"","NagContributions","NagPercents"
"CumErr",0.167033872793744,0.858845203957588
"I(pos^2)",0.00915464164257744,0.0470708122680404
"pos",0.0110602190495085,0.0568688010791695
"log_freq",0.00723785388060844,0.0372151826952024
