"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres"
"preserved ~ CumErr",1542.34046882844,0,1,0.746337040615036,0.425815137299715,3.33586909239936,-2.16253217242742,NA
"preserved ~ CumErr + CumPres",1544.49881051031,2.15834168187052,0.339877221122412,0.253662959384964,0.425881196015441,3.37323835791626,-2.16152570472211,-0.0136875790466639
"preserved ~ CumPres",2469.7942275736,927.453758745163,4.03622323622016e-202,3.0123829053822e-202,0.000261949079785801,2.46020301840494,NA,0.0190979796671705
