"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,57,57,57,NA,NA,NA,NA,NA,NA
"2",5,95,95,95,95,NA,NA,NA,NA,NA
"3",6,117,117,117,117,117,NA,NA,NA,NA
"4",7,113,113,112,111,112,113,NA,NA,NA
"5",8,152,150,150,148,149,151,151,NA,NA
"6",9,90,88,88,90,90,90,90,90,NA
"7",10,85,83,83,82,84,85,84,82,84
