"","CumErr","CumPres","log_freq"
"McFadden",0.00800763457707611,0.00471365595338909,0.00473599562710038
"SquaredCorrelation",0.00487383431641654,0.00286786244689321,0.00288321046944825
"Nagelkerke",0.00487383431641654,0.00286786244689321,0.00288321046944825
"Estrella",0.00491630071818513,0.00289467553567814,0.00290726100193408
