"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","pos"
"preserved ~ CumPres",5132.67523711027,0,1,0.669827769882373,0.0618361183350898,0.0656953296873789,0.315606577036562,NA
"preserved ~ CumPres + pos",5134.09004949367,1.41481238340384,0.492921083543009,0.330172230117616,0.0620255501868166,0.0259063646928988,0.294013405365757,0.0187787711453495
"preserved ~ pos",5196.13704935365,63.4618122433822,1.6574581273512e-14,1.11021148111706e-14,0.0411283354392556,-0.133163604727122,NA,0.172697758366945
