"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumPres + stimlen + log_freq",5105.80261550294,209.483167420283,3.94114589460653,100,2.17345610362653
"CumPres + stimlen",5110.3556401913,204.930142731917,3.85548681860738,97.8265438963735,8.74514031106476
"CumPres",5128.67523711027,186.61054581295,3.51082808026027,89.0814035853087,89.0814035853087
"null",5315.28578292322,0,0,NA,0
