"","NagContributions","NagPercents"
"CumErr",0.19118970223678,0.540195530810747
"CumPres",0.0723724601528448,0.20448423252382
"stimlen",0.0314774775102559,0.0889378061333938
"log_freq",0.0588872094204661,0.166382430532039
