"","CumPres","pos","log_freq"
"McFadden",0.0220523092680423,0.0118725390007976,0.0058255733849352
"SquaredCorrelation",0.0119974026723077,0.00645666742404203,0.00317158682772032
"Nagelkerke",0.0119974026723077,0.00645666742404203,0.00317158682772032
"Estrella",0.0122391697916479,0.0065916661689903,0.00323146967743846
