"","model","p_accounted_for","model_deviance","diff_CumErr","diff_CumErr+CumPres","diff_CumErr+CumPres+log_freq","diff_CumErr+CumPres+log_freq+stimlen"
"1","preserved ~ CumErr",0.300107385785093,637.768371114061,0,-0.418207453456559,-0.437005401182363,-0.455780580271221
"2","preserved ~ CumErr+CumPres",0.718314839241652,607.878903622228,0.418207453456559,0,-0.0187979477258042,-0.0375731268146617
"3","preserved ~ CumErr+CumPres+log_freq",0.737112786967456,584.363408522655,0.437005401182363,0.0187979477258042,0,-0.0187751790888575
"4","preserved ~ CumErr+CumPres+log_freq+stimlen",0.755887966056313,580.644340702176,0.455780580271221,0.0375731268146617,0.0187751790888575,0
