"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","stimlen"
"preserved ~ CumPres + stimlen",2376.37544612782,0,1,0.844517345332559,0.0287478689828035,2.59873048917453,0.228476784934461,-0.0818196946252692
"preserved ~ CumPres",2379.75990831858,3.38446219075286,0.1841083022442,0.155482654664956,0.0257699421286566,2.02074568974607,0.206678711953744,NA
"preserved ~ stimlen",2429.47949203598,53.1040459081578,2.94173093601487e-12,2.48434280076594e-12,1.02988367734238e-05,2.4487533595417,NA,0.00459490322542502
