"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","pos","log_freq","stimlen"
"preserved ~ CumPres + pos + log_freq",2337.10520901426,0,1,0.616720510273477,0.0509404150449089,2.56823285203772,0.663271927492269,-0.434077299010301,0.112816320532553,NA
"preserved ~ CumPres + pos + stimlen + log_freq",2338.16637499408,1.06116597982054,0.588261918927176,0.362793190815223,0.0513768813497174,2.80024736131311,0.668041716432306,-0.430291566362407,0.105120105197442,-0.0336137433301366
"preserved ~ CumPres + pos + stimlen",2344.71460710202,7.60939808776584,0.0222658972157655,0.0137318354926037,0.0452516523155687,3.08347728830063,0.710493430789275,-0.468469350324744,NA,-0.0676100030880165
"preserved ~ CumPres + pos",2346.13363382621,9.02842481195694,0.0109522276398776,0.0067544634186966,0.0433144168175855,2.62654220343014,0.707114544363692,-0.48348699582475,NA,NA
"preserved ~ 1",2427.52067872346,90.4154697092085,2.32557426741119e-20,1.4342293488767e-20,0,2.48404717401455,NA,NA,NA,NA
