"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",564.138034703474,0,1,1,0.1947885889695,2.28101593133967,NA,-1.05453173068632,NA,NA,NA
"preserved ~ stimlen",639.152239212597,75.0142045091231,5.1389271208998e-17,5.1389271208998e-17,0.0454263649836881,3.66550264183253,NA,NA,NA,NA,-0.265403176298878
"preserved ~ CumPres",640.675978506247,76.5379438027732,2.39881455404346e-17,2.39881455404346e-17,0.0468303210192506,1.29225192100215,0.352608264366668,NA,NA,NA,NA
"preserved ~ (I(pos^2) + pos)",652.009536166199,87.8715014627248,8.29747397830501e-20,8.29747397830501e-20,0.0288638789169355,1.20532255902827,NA,NA,-0.0652088075373674,0.4769382854779,NA
"preserved ~ pos",659.830424798,95.6923900945266,1.66211669175091e-21,1.66211669175091e-21,0.00515381307885002,2.02479322243151,NA,NA,NA,-0.073090930475135,NA
"preserved ~ 1",660.273010133825,96.1349754303513,1.33215673977527e-21,1.33215673977527e-21,2.00186533875071e-16,1.76766191764893,NA,NA,NA,NA,NA
