"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + CumPres + log_freq + stimlen",580.644340702176,200.971921835608,25.7123516318716,100,1.85054100419121
"CumErr + CumPres + log_freq",584.363408522655,197.252854015129,25.236534021782,98.1494589958088,11.7008858176754
"CumErr + CumPres",607.878903622228,173.737358915556,22.2279611162975,86.4485731781334,14.8724594056889
"CumErr",637.768371114061,143.847891423723,18.4039020575994,71.5761137724445,71.5761137724445
"null",781.616262537784,0,0,NA,0
