"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + stimlen + log_freq",609.747294778624,0,1,0.813302354242177,0.339558747321892,2.61217190210299,-0.840787764706054,0.423501673896865,0.302154312737501,-0.132892888891398
"preserved ~ CumErr + CumPres + log_freq",612.698353413318,2.95105863469416,0.228657662539952,0.185967815259256,0.333902067337286,1.77032984952988,-0.884347422256417,0.390149257659741,0.350107037920995,NA
"preserved ~ CumErr + CumPres + stimlen",623.782980719082,14.0356859404582,0.000895755581928419,0.000728520123607955,0.316291098910127,3.18594425362759,-0.886156420504693,0.435448028059933,NA,-0.225071122078444
"preserved ~ CumErr + CumPres",636.424384568096,26.6770897894719,1.61117812044918e-06,1.31037495846481e-06,0.297620594220851,1.76291077279622,-0.98387720552612,0.373656958321063,NA,NA
"preserved ~ 1",819.019433595462,209.272138816838,3.60688626365336e-46,2.93348908971305e-46,1.98650157441599e-16,1.74904620957579,NA,NA,NA,NA
