"","Df","Deviance","AIC"
"CumPres",1,2324.37552669777,2383.76883925806
"pos",1,2301.55519974656,2360.94851230684
"log_freq",1,2289.9735759375,2349.36688849778
"<none>",NA,2275.71189645397,2337.10520901426
