"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumPres + stimlen + log_freq",5157.19878039712,192.853821180041,3.60470887937044,100,1.95135654140384
"CumPres + stimlen",5160.96204605207,189.090555525097,3.53436815685428,98.0486434585962,10.9479315029458
"CumPres",5182.07555029567,167.977051281493,3.1397270978602,87.1007119556504,87.1007119556504
"null",5350.05260157716,0,0,NA,0
