"","model","p_accounted_for","model_deviance","diff_CumPres","diff_CumPres+stimlen+log_freq","diff_CumPres+stimlen"
"1","preserved ~ CumPres",0.577546920488146,5182.07555029567,0,-0.00119305103973655,-0.00547860224093122
"2","preserved ~ CumPres+stimlen+log_freq",0.578739971527882,5157.19878039712,0.00119305103973655,0,-0.00428555120119467
"3","preserved ~ CumPres+stimlen",0.583025522729077,5160.96204605207,0.00547860224093122,0.00428555120119467,0
