"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.15588642505604,0.0133283404261343,0.0173353310703536,0.00794258368867
"SquaredCorrelation",0.0528237436364285,0.0045404046079629,0.00593235338909702,0.00271452691778923
"Nagelkerke",0.0528237436364285,0.0045404046079629,0.00593235338909702,0.00271452691778923
"Estrella",0.058763078477796,0.0049888886726026,0.00642515242443216,0.0029526429929361
