"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen + I(pos^2) + pos",1390.96461657317,0,1,0.472982761174644,0.0371413769380485,5.97346430906348,-0.0882142752808941,-0.848371774209585,NA,0.0735893130249192,NA
"preserved ~ I(pos^2) + pos",1392.26280502356,1.29818845038562,0.522518846888964,0.247142406967333,0.0351216989043546,5.32889901903849,NA,-0.836025902777107,NA,0.0690819135451592,NA
"preserved ~ stimlen * (I(pos^2) + pos)",1392.26528638119,1.30066980801894,0.521870970810493,0.246835972750839,0.0396178712486932,7.88928349888661,-0.356915214107466,-1.3869362187066,0.0840694929549561,0.0787117439133293,-0.00284399181943737
"preserved ~ stimlen * pos",1396.29624244504,5.33162587186416,0.069542796709584,0.032892544007506,0.0345198715595515,7.701071441947,-0.439076927647267,-1.05803881605043,0.102890968207531,NA,NA
"preserved ~ pos",1408.12382113409,17.1592045609209,0.000187899693927009,8.88733160574673e-05,0.0222488993188553,4.08910017742161,NA,-0.185153846829072,NA,NA,NA
"preserved ~ stimlen + pos",1408.99838256423,18.0337659910581,0.000121343766442478,5.73935097032945e-05,0.0228632815200117,4.39483605039477,-0.0479812290269719,-0.168560984672566,NA,NA,NA
"preserved ~ stimlen",1423.20487499655,32.2402584233741,9.97968505554992e-08,4.72021899322733e-08,0.00749064252732025,4.44375007125735,-0.144913186722609,NA,NA,NA,NA
"preserved ~ 1",1430.77521336245,39.8105967892748,2.2658896024968e-09,1.07172672070585e-09,8.69761505849871e-16,3.3069336626734,NA,NA,NA,NA,NA
